step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER
281,235590.12,0.0,0.0,440746.18,676336.3,True,False,False,False
327,146729.67,146729.67,0.0,0.0,0.0,False,False,False,True
425,287720.41,287720.41,0.0,174700.67,462421.08,True,False,False,False
189,13953.66,55.0,0.0,0.0,0.0,False,False,True,False
255,31762.19,0.0,0.0,1210850.93,1242613.12,True,False,False,False
146,19495.57,2535.42,0.0,0.0,0.0,False,False,True,False
665,454483.23,454483.23,0.0,3101746.61,3556229.83,True,False,False,False
384,2846.88,35922.0,33075.12,0.0,0.0,False,False,True,False
132,768520.15,768520.15,0.0,218306.5,986826.65,True,False,False,False
42,3644.89,0.0,0.0,0.0,0.0,False,False,True,False
250,3219457.33,56005.0,0.0,2190296.95,5409754.28,False,False,False,True
397,485076.83,616799.85,1101876.67,486304.37,1227.55,False,False,False,False
284,741277.85,741277.85,0.0,0.0,0.0,False,False,False,True
403,665337.79,2487.0,0.0,428376.4,1093714.18,False,False,False,True
36,886592.76,886592.76,0.0,112531.06,999123.82,True,False,False,False
9,513625.95,12561.0,0.0,17469.41,436980.32,True,False,False,False
635,13128.49,13128.49,0.0,0.0,0.0,False,False,False,True
222,1388774.78,1388774.78,0.0,0.0,0.0,False,False,False,True
241,1998.13,4857.0,2858.87,0.0,0.0,False,False,True,False
259,10040.1,59410.0,49369.9,0.0,0.0,False,False,True,False
550,1613281.82,1613281.82,0.0,2312268.26,3925550.08,True,False,False,False
660,48516.87,48516.87,0.0,4433683.27,4482200.14,True,False,False,False
351,4129482.96,4129482.96,0.0,0.0,0.0,False,False,False,True
357,4177467.46,4177467.46,0.0,0.0,0.0,False,False,False,True
239,71867.47,71867.47,0.0,71658.84,143526.32,True,False,False,False
474,1165171.47,1165171.47,0.0,371852.42,1537023.88,True,False,False,False
377,489033.93,489033.93,0.0,0.0,0.0,False,False,False,True
401,433680.27,5011463.13,5445143.4,698644.81,264964.54,False,False,False,False
20,164163.69,22431.0,186594.69,0.0,0.0,False,False,False,False
134,11700.87,0.0,0.0,0.0,0.0,False,False,True,False
204,2144208.23,2144208.23,0.0,0.0,2144208.23,True,False,False,False
591,906270.63,906270.63,0.0,0.0,0.0,False,False,False,True
606,455788.55,455788.55,0.0,0.0,0.0,False,False,False,True
635,1387048.31,1387048.31,0.0,0.0,0.0,False,False,False,True
17,305627.0,305627.0,0.0,7699847.16,8005474.16,True,False,False,False
186,7543.93,50273.65,42729.72,0.0,0.0,False,False,True,False
320,34099.1,34099.1,0.0,0.0,34099.1,True,False,False,False
189,4640.44,31844.0,27203.56,0.0,0.0,False,False,True,False
84,10000000.0,14830219.15,4830219.15,0.0,0.0,False,False,False,True
664,5652739.69,5652739.69,0.0,1662631.92,7315371.62,True,False,False,False
387,4892193.09,4892193.09,4892193.09,0.0,0.0,False,False,False,True
177,239556.06,239556.06,0.0,0.0,0.0,False,False,False,True
236,83774.38,19914.0,0.0,0.0,83774.38,True,False,False,False
205,216179.15,216179.15,0.0,0.0,0.0,False,False,False,True
156,254167.15,254167.15,0.0,101467.87,355635.02,True,False,False,False
723,138373.64,138373.64,0.0,125028.17,263401.81,True,False,False,False
43,350789.59,350789.59,0.0,0.0,276871.71,False,False,False,True
331,373214.09,12182406.61,12555620.7,378747.49,5533.4,False,False,False,False
37,19591.26,49665.0,30073.74,0.0,0.0,False,False,True,False
185,194796.82,1068.0,0.0,377752.32,572549.14,True,False,False,False
496,766151.45,766151.45,0.0,0.0,0.0,False,False,False,True
741,323726.61,323726.61,0.0,0.0,0.0,False,False,False,True
106,186227.75,186227.75,0.0,0.0,0.0,False,False,False,True
40,205411.83,0.0,0.0,276021.3,481433.12,True,False,False,False
491,1122827.94,1122827.94,0.0,257056.52,1379884.46,True,False,False,False
399,41017.6,302655.0,261637.4,0.0,0.0,False,False,True,False
171,1786247.31,1786247.31,0.0,0.0,0.0,False,False,False,True
600,2095699.93,2095699.93,0.0,0.0,2095699.93,True,False,False,False
130,10467.71,0.0,0.0,0.0,0.0,False,False,True,False
309,60599.03,71802.0,132401.04,1071493.63,1010894.59,False,False,False,False
53,99139.27,99139.27,0.0,28766.55,127905.82,True,False,False,False
182,2172.06,223669.22,221497.17,0.0,0.0,False,False,True,False
520,3283695.97,3283695.97,0.0,0.0,0.0,False,False,False,True
10,9217.19,9217.19,0.0,0.0,9217.19,True,False,False,False
34,989311.12,989311.12,0.0,0.0,0.0,False,False,False,True
373,152314.49,152314.49,0.0,0.0,0.0,False,False,False,True
560,143275.81,143275.81,0.0,6346481.09,6489756.9,True,False,False,False
499,558136.45,558136.45,0.0,0.0,0.0,False,False,False,True
95,1927.83,41196.0,39268.17,0.0,0.0,False,False,True,False
433,673722.73,673722.73,0.0,0.0,0.0,False,False,False,True
150,119454.86,119454.86,0.0,0.0,119454.86,True,False,False,False
378,343819.61,301530.0,0.0,575169.0,918988.6,True,False,False,False
359,122639.34,122639.34,0.0,0.0,0.0,False,False,False,True
594,355077.74,0.0,355077.74,3149408.32,2794330.58,False,False,False,False
380,330218.85,330218.85,0.0,3257136.04,3587354.89,True,False,False,False
365,93581.19,93581.19,0.0,0.0,93581.19,True,False,False,False
615,56510.5,56510.5,0.0,0.0,0.0,False,False,False,True
44,1013.38,0.0,0.0,0.0,0.0,False,False,True,False
312,6580427.81,6580427.81,0.0,0.0,6580427.81,True,False,False,False
578,978103.4,978103.4,0.0,0.0,0.0,False,False,False,True
138,7373.82,437.0,0.0,0.0,0.0,False,False,True,False
38,11039.52,5063666.05,5074705.57,193343.72,182304.21,False,False,False,False
261,8248.49,0.0,0.0,0.0,0.0,False,False,True,False
311,227624.3,227624.3,0.0,0.0,227624.3,True,False,False,False
164,276042.59,276042.59,0.0,0.0,0.0,False,False,False,True
132,32068.6,524466.65,492398.05,0.0,0.0,False,False,True,False
311,22131.76,33057.0,10925.24,0.0,0.0,False,False,True,False
375,8151.73,0.0,0.0,0.0,0.0,False,False,True,False
282,20898.5,4116647.15,4137545.64,982834.77,961936.28,False,False,False,False
279,25144.71,0.0,0.0,0.0,0.0,False,False,True,False
328,95549.82,0.0,0.0,268940.74,364490.56,True,False,False,False
284,35727.93,1536.0,0.0,1567155.26,1602883.19,True,False,False,False
207,290217.18,21162.0,0.0,1124277.35,1414494.52,True,False,False,False
374,24997.67,0.0,0.0,0.0,0.0,False,False,True,False
44,387952.42,387952.42,0.0,0.0,0.0,False,False,False,True
168,766031.91,0.0,0.0,783130.51,1549162.42,False,False,False,True
414,10000000.0,10724264.21,724264.21,0.0,0.0,False,False,False,True
388,960196.16,960196.16,0.0,0.0,0.0,False,False,False,True
138,4788.95,0.0,0.0,0.0,0.0,False,False,True,False
154,148414.15,3018.0,0.0,0.0,148414.15,True,False,False,False
717,6512846.44,6512846.44,0.0,132217.8,6645064.24,True,False,False,False
541,10000000.0,10000000.0,0.0,0.0,10000000.0,True,False,False,False
308,45858.49,0.0,0.0,68207.22,114065.72,True,False,False,False
438,60274.87,60274.87,0.0,0.0,0.0,False,False,False,True
465,563388.67,563388.67,0.0,0.0,563388.67,True,False,False,False
457,283415.1,283415.1,0.0,0.0,283415.1,True,False,False,False
170,2612915.2,2612915.2,0.0,7374588.54,9987503.74,True,False,False,False
333,2070939.88,2070939.88,0.0,22160714.25,24231654.14,True,False,False,False
602,366014.33,366014.33,0.0,3543787.25,3909801.59,True,False,False,False
20,62081.9,0.0,0.0,1381502.24,1443584.14,True,False,False,False
116,2694857.26,2694857.26,0.0,0.0,0.0,False,False,False,True
283,113360.8,113360.8,0.0,175345.9,288706.71,True,False,False,False
107,570649.33,570649.33,0.0,0.0,0.0,False,False,False,True
274,529659.95,529659.95,0.0,333075.03,862734.98,True,False,False,False
310,97315.53,154925.0,57609.47,34596.08,131911.61,True,False,False,False
212,177415.42,72035.0,0.0,24817.3,202232.72,True,False,False,False
613,86002.09,86002.09,0.0,0.0,86002.09,True,False,False,False
570,1021194.38,1021194.38,0.0,0.0,1021194.38,True,False,False,False
349,7431.22,0.0,0.0,0.0,0.0,False,False,True,False
301,12680.35,0.0,0.0,0.0,0.0,False,False,True,False
607,265680.73,265680.73,0.0,0.0,0.0,False,False,False,True
34,419155.7,24750.0,0.0,55485.84,474641.55,False,False,False,True
620,161272.92,161272.92,0.0,0.0,0.0,False,False,False,True
17,85180.51,0.0,0.0,439358.55,783681.46,True,False,False,False
125,8097183.22,8097183.22,0.0,2324.55,8099507.77,True,False,False,False
522,59062.56,191416.65,250479.22,801109.58,742047.01,False,False,False,False
160,3650.04,0.0,0.0,0.0,0.0,False,False,True,False
516,423660.73,423660.73,0.0,0.0,423660.73,True,False,False,False
524,113074.82,243293.0,130218.18,335641.75,448716.57,True,False,False,False
343,237943.62,237943.62,0.0,0.0,0.0,False,False,False,True
559,1431634.93,1431634.93,0.0,0.0,1431634.93,True,False,False,False
140,153283.72,27378.0,0.0,754358.98,907642.7,True,False,False,False
634,9168747.51,9168747.51,0.0,332348.14,9501095.65,True,False,False,False
371,12668.14,11160.0,0.0,0.0,0.0,False,False,True,False
501,9301213.46,9301213.46,0.0,0.0,0.0,False,False,False,True
551,43907.29,4570.0,0.0,203840.23,247747.52,True,False,False,False
701,74581.07,74581.07,0.0,0.0,0.0,False,False,False,True
304,10000000.0,0.0,0.0,10318883.47,30191152.86,False,False,False,True
670,1001446.44,1001446.44,0.0,0.0,0.0,False,False,False,True
331,215734.58,3408810.48,3624545.05,13355481.91,13334240.17,False,False,False,False
690,343429.34,343429.34,0.0,111504.02,454933.37,True,False,False,False
736,537539.57,537539.57,0.0,0.0,0.0,False,False,False,True
13,5792.93,546442.48,540649.55,0.0,0.0,False,False,True,False
335,41298.96,37838.78,0.0,81368.7,122667.66,True,False,False,False
674,10000000.0,16250438.78,6250438.78,0.0,0.0,False,False,False,True
160,82857.19,2288962.72,2371819.91,176333.4,93476.21,False,False,False,False
20,115666.8,250855.0,135188.2,0.0,127376.38,True,False,False,False
206,306695.1,13471.0,320166.1,92207.87,0.0,False,False,False,False
17,9481.91,0.0,0.0,0.0,0.0,False,False,True,False
134,4350.52,2729.0,0.0,0.0,0.0,False,False,True,False
667,429257.45,429257.45,0.0,0.0,429257.45,True,False,False,False
522,74592.47,398931.0,473523.47,112172.15,37579.67,False,False,False,False
331,64694.69,61602.0,0.0,1374329.41,1439024.09,True,False,False,False
287,7109453.78,7109453.78,0.0,1377347.2,8486800.98,True,False,False,False
580,2925111.67,2925111.67,0.0,0.0,0.0,False,False,False,True
194,21741.36,21741.36,0.0,0.0,0.0,False,False,False,True
56,1932200.59,1932200.59,0.0,0.0,0.0,False,False,False,True
523,159094.64,159094.64,0.0,0.0,0.0,False,False,False,True
273,3738574.9,3738574.9,0.0,124080.87,3862655.77,True,False,False,False
17,42062.82,340830.43,298767.61,398931.35,678419.64,True,False,False,False
31,21516.38,21516.38,0.0,0.0,0.0,False,False,False,True
258,618270.9,618270.9,0.0,92291.02,710561.92,True,False,False,False
155,276787.71,12495879.85,12772667.56,803875.95,527088.24,False,False,False,False
158,83435.82,0.0,0.0,240392.81,323828.63,True,False,False,False
338,143340.15,143340.15,0.0,0.0,0.0,False,False,False,True
301,315855.71,186406.0,502261.71,175151.7,0.0,False,False,False,False
44,6012.91,0.0,0.0,0.0,0.0,False,False,True,False
354,194758.69,79656.0,0.0,1022064.21,1216822.89,False,False,False,True
624,10000000.0,10000000.0,0.0,24439.23,10024439.23,True,False,False,False
176,351332.16,351332.16,0.0,0.0,351332.16,True,False,False,False
136,598564.53,74144.0,0.0,2116778.27,2715342.8,True,False,False,False
186,70790.59,0.0,0.0,2379601.45,2450392.04,True,False,False,False
235,2684260.67,2684260.67,0.0,1670682.51,4354943.18,True,False,False,False
401,16288.9,284472.0,268183.1,0.0,0.0,False,False,True,False
282,10668.94,0.0,0.0,0.0,0.0,False,False,True,False
299,2066.91,5274.0,3207.09,0.0,0.0,False,False,True,False
349,1023356.77,1023356.77,0.0,0.0,0.0,False,False,False,True
48,1215297.01,1215297.01,0.0,2497294.92,3712591.93,True,False,False,False
262,2016790.84,2016790.84,0.0,0.0,2016790.84,True,False,False,False
33,6702.85,66387.0,59684.15,0.0,0.0,False,False,True,False
213,1650168.9,1650168.9,0.0,0.0,0.0,False,False,False,True
13,14040.37,0.0,0.0,0.0,0.0,False,False,True,False
98,1273674.05,1273674.05,0.0,0.0,0.0,False,False,False,True
185,2209.57,30621.0,28411.43,0.0,0.0,False,False,True,False
98,1122508.34,1122508.34,0.0,0.0,0.0,False,False,False,True
499,488243.65,488243.65,0.0,0.0,0.0,False,False,False,True
71,62091.44,62091.44,0.0,0.0,0.0,False,False,False,True
349,276698.95,5131.0,0.0,0.0,276698.95,True,False,False,False
664,331729.06,331729.06,0.0,0.0,0.0,False,False,False,True
231,170429.86,0.0,0.0,205021.55,375451.4,False,False,False,True
336,170038.31,170038.31,0.0,88268.89,258307.2,True,False,False,False
37,5979556.06,5979556.06,0.0,0.0,0.0,False,False,False,True
183,104795.19,0.0,0.0,581622.15,686417.33,True,False,False,False
182,7385.61,0.0,0.0,0.0,0.0,False,False,True,False
379,16814.85,63.0,0.0,0.0,0.0,False,False,True,False
279,184433.86,94883.0,0.0,0.0,184433.86,True,False,False,False
605,2011285.35,2011285.35,0.0,0.0,0.0,False,False,False,True
35,3606943.31,3606943.31,0.0,0.0,0.0,False,False,False,True
24,986876.27,986876.27,0.0,57853.96,1044730.24,True,False,False,False
204,1103617.89,14084.14,0.0,5260226.06,6363843.95,False,False,False,True
129,617668.37,617668.37,0.0,108637.75,975065.21,True,False,False,False
166,4128.35,189427.0,185298.65,0.0,0.0,False,False,True,False
162,17833.7,353945.02,336111.31,0.0,0.0,False,False,True,False
220,285376.6,285376.6,0.0,0.0,0.0,False,False,False,True
624,932304.24,932304.24,0.0,0.0,0.0,False,False,False,True
596,6903.41,0.0,0.0,0.0,0.0,False,False,True,False
358,376059.27,376059.27,0.0,0.0,0.0,False,False,False,True
402,1727.95,90654.65,88926.7,218535.1,220263.05,False,True,False,False
393,17221.3,29090.0,11868.7,0.0,0.0,False,False,True,False
336,786573.0,786573.0,0.0,0.0,786573.0,True,False,False,False
143,13932.83,149630.84,135698.01,0.0,0.0,False,False,True,False
299,32385.1,40154.0,7768.9,0.0,0.0,False,False,True,False
396,1187193.02,0.0,0.0,1314359.5,2501552.52,False,False,False,True
309,3340.78,15568.0,12227.22,0.0,0.0,False,False,True,False
273,27059.86,27059.86,0.0,0.0,0.0,False,False,False,True
667,6137.96,176.0,0.0,0.0,0.0,False,False,True,False
589,4247.26,0.0,0.0,0.0,0.0,False,False,True,False
235,5025.45,0.0,0.0,0.0,0.0,False,False,True,False
20,16614.82,16614.82,0.0,0.0,0.0,False,False,False,True
268,2219475.13,2219475.13,0.0,589145.32,2808620.45,True,False,False,False
348,34820.1,470440.0,435619.9,0.0,0.0,False,False,True,False
69,19776.71,19776.71,0.0,1138941.53,1158718.24,True,False,False,False
139,169466.67,2533.0,0.0,0.0,169466.67,True,False,False,False
323,141554.44,9318.0,150872.44,0.0,0.0,False,False,False,False
308,186638.08,5783977.61,5970615.68,614994.06,428355.98,False,False,False,False
116,12477.96,12477.96,0.0,0.0,0.0,False,False,False,True
24,291305.98,291305.98,0.0,0.0,0.0,False,False,False,True
187,856386.66,856386.66,0.0,0.0,0.0,False,False,False,True
353,14389.28,12537.0,0.0,0.0,0.0,False,False,True,False
39,351232.88,51462.0,0.0,473022.34,824255.22,True,False,False,False
688,214226.92,77630.0,0.0,1513622.95,1727849.87,True,False,False,False
389,1159831.33,1159831.33,0.0,0.0,0.0,False,False,False,True
712,16514.64,16514.64,0.0,0.0,16514.64,True,False,False,False
353,13774.15,13774.15,0.0,0.0,0.0,False,False,False,True
339,164382.72,164382.72,0.0,0.0,0.0,False,False,False,True
38,577418.98,0.0,0.0,0.0,577418.98,True,False,False,False
506,1048100.0,1048100.0,0.0,3311018.47,4359118.47,True,False,False,False
41,1270564.34,1270564.34,0.0,0.0,0.0,False,False,False,True
36,33772.31,70916.0,37143.69,0.0,0.0,False,False,True,False
331,43301.39,0.0,0.0,4434479.17,4477780.56,True,False,False,False
403,227889.58,0.0,0.0,708115.05,936004.63,True,False,False,False
346,11306.79,200226.07,188919.28,0.0,0.0,False,False,True,False
692,255557.12,255557.12,0.0,465803.07,721360.2,True,False,False,False
20,67558.03,6944957.96,7012515.99,1266896.33,1340040.32,False,False,False,False
283,843174.04,843174.04,0.0,2972319.22,3815493.26,True,False,False,False
295,9366.63,9366.63,0.0,51153.4,60520.03,True,False,False,False
260,8332002.94,8332002.94,0.0,0.0,0.0,False,False,False,True
140,13770.48,20056.0,6285.52,0.0,0.0,False,False,True,False
547,594471.04,594471.04,0.0,0.0,0.0,False,False,False,True
234,152046.3,91550.41,0.0,406602.59,558648.89,True,False,False,False
336,786573.0,786573.0,0.0,0.0,0.0,False,False,False,True
281,21766.78,0.0,0.0,0.0,0.0,False,False,True,False
379,353304.42,0.0,0.0,694666.49,1047970.91,True,False,False,False
393,16506.64,80679.0,64172.36,0.0,0.0,False,False,True,False
157,2573.93,0.0,0.0,0.0,0.0,False,False,True,False
325,1018352.87,136880.2,0.0,19438998.12,20457350.99,False,False,False,True
256,469459.47,0.0,0.0,3603066.72,4072526.19,False,False,False,True
244,2468740.94,2468740.94,0.0,0.0,2468740.94,True,False,False,False
40,35813.37,0.0,0.0,284443.0,320256.37,True,False,False,False
401,35767.52,0.0,0.0,1138098.95,1173866.47,True,False,False,False
410,2876010.51,2876010.51,0.0,0.0,0.0,False,False,False,True
731,219934.26,219934.26,0.0,0.0,0.0,False,False,False,True
484,67692.41,67692.41,0.0,25595.6,93288.0,True,False,False,False
256,255028.93,255028.93,0.0,2684616.74,2939645.67,True,False,False,False
226,1231309.64,1231309.64,0.0,0.0,0.0,False,False,False,True
138,135147.29,133976.0,0.0,0.0,135147.29,False,False,False,True
215,246249.03,49427.0,0.0,8893561.15,9139810.18,False,False,False,True
307,139008.4,0.0,0.0,9498950.8,9637959.2,True,False,False,False
272,166972.46,166972.46,0.0,9314.02,176286.48,True,False,False,False
544,103559.4,128146.0,24586.6,7147.73,110707.12,True,False,False,False
274,24279.32,24279.32,0.0,0.0,0.0,False,False,False,True
304,181437.53,0.0,0.0,196819.4,378256.93,True,False,False,False
217,81216.23,81216.23,0.0,0.0,0.0,False,False,False,True
636,1455839.54,1455839.54,0.0,149698.53,1605538.07,True,False,False,False
133,139692.18,6079583.68,6219275.85,1271021.2,1131329.03,False,False,False,False
42,1566057.28,1566057.28,0.0,0.0,0.0,False,False,False,True
342,127018.14,127018.14,0.0,0.0,0.0,False,False,False,True
23,8450.12,29125.0,20674.88,0.0,0.0,False,False,True,False
276,262084.07,7764084.99,8026169.06,1854632.42,1592548.35,False,False,False,False
553,254528.76,254528.76,0.0,380985.06,635513.82,True,False,False,False
232,3017156.01,3017156.01,0.0,0.0,0.0,False,False,False,True
12,137611.83,149330.0,11718.17,187160.71,33705.26,True,False,False,False
229,172390.06,15279.0,0.0,0.0,172390.06,True,False,False,False
352,226869.28,5085.0,0.0,54595.19,281464.47,True,False,False,False
378,184511.59,43681.71,0.0,2875955.63,3060467.22,True,False,False,False
11,212419.23,23917.0,236336.23,109283.19,0.0,False,False,False,False
350,6117.04,0.0,0.0,0.0,0.0,False,False,True,False
11,276072.7,5090.0,0.0,106.0,383867.89,True,False,False,False
205,245694.84,245694.84,0.0,0.0,0.0,False,False,False,True
249,358440.67,358440.67,0.0,107972.49,466413.16,True,False,False,False
133,145478.76,31922.0,0.0,0.0,145478.76,True,False,False,False
549,1571565.56,1571565.56,0.0,0.0,0.0,False,False,False,True
189,170722.38,22328.0,193050.38,4201981.33,4031258.95,False,False,False,False
399,118971.19,23734.0,142705.19,0.0,0.0,False,False,False,False
226,357553.43,4254879.46,4612432.9,2716171.66,2358618.23,False,False,False,False
307,120749.36,102566.0,0.0,0.0,120749.36,True,False,False,False
157,106925.89,0.0,0.0,268794.58,375720.47,True,False,False,False
725,873322.61,873322.61,0.0,0.0,0.0,False,False,False,True
211,411054.56,289099.17,700153.73,1070845.91,659791.35,False,False,False,False
652,2054631.55,2054631.55,0.0,0.0,2054631.55,True,False,False,False
182,1350937.08,51546.0,0.0,1029819.88,2380756.96,False,False,False,True
360,78357.77,78357.77,0.0,10533.98,88891.75,True,False,False,False
514,15628.54,24785.0,9156.46,0.0,0.0,False,False,True,False
13,293509.53,0.0,0.0,3330243.25,3623752.78,True,False,False,False
434,32671.88,32671.88,0.0,0.0,0.0,False,False,False,True
659,50577.26,50577.26,0.0,0.0,0.0,False,False,False,True
7,164.0,164.0,0.0,4068.0,0.0,True,False,False,False
127,701707.89,701707.89,0.0,0.0,0.0,False,False,False,True
332,24529.24,10898.0,0.0,209892.28,234421.52,True,False,False,False
629,1650.08,1650.08,0.0,0.0,0.0,False,False,False,True
709,356830.35,20446.0,0.0,0.0,356830.35,True,False,False,False
179,225361.44,225361.44,0.0,0.0,0.0,False,False,False,True
311,1073994.15,0.0,0.0,1841422.63,2915416.77,False,False,False,True
438,1648547.69,1648547.69,0.0,0.0,0.0,False,False,False,True
534,136245.39,136245.39,0.0,0.0,0.0,False,False,False,True
382,565346.12,565346.12,0.0,331443.76,896789.88,True,False,False,False
361,96236.17,1524893.67,1621129.84,238573.01,142336.85,False,False,False,False
630,728256.03,728256.03,0.0,0.0,0.0,False,False,False,True
617,1398166.84,1398166.84,0.0,66095.91,1464262.75,True,False,False,False
308,669.55,0.0,0.0,0.0,0.0,False,False,True,False
95,23709.5,38254.0,14544.5,0.0,0.0,False,False,True,False
473,70239.81,70239.81,0.0,0.0,0.0,False,False,False,True
99,1515291.19,1515291.19,0.0,234869.29,1750160.47,True,False,False,False
126,1244037.74,1244037.74,0.0,0.0,1244037.74,True,False,False,False
311,225301.45,225301.45,0.0,0.0,0.0,False,False,False,True
487,321307.31,321307.31,0.0,0.0,0.0,False,False,False,True
182,294989.71,294989.71,0.0,1657699.83,1952689.54,True,False,False,False
357,10000000.0,10000000.0,0.0,637693.12,10637693.12,True,False,False,False
124,9639052.83,9639052.83,0.0,313136.58,9952189.42,True,False,False,False
181,410299.86,410299.86,0.0,0.0,0.0,False,False,False,True
186,8607089.62,8607089.62,0.0,457121.57,9064211.19,True,False,False,False
183,9197.13,0.0,0.0,0.0,0.0,False,False,True,False
361,3421212.04,3421212.04,0.0,0.0,0.0,False,False,False,True
582,6106149.52,6106149.52,0.0,2003487.05,8109636.57,True,False,False,False
356,357226.8,357226.8,0.0,0.0,0.0,False,False,False,True
542,736521.51,736521.51,0.0,77874.55,814396.06,True,False,False,False
165,594.72,0.0,0.0,0.0,0.0,False,False,True,False
43,37545.38,277295.0,239749.62,0.0,0.0,False,False,True,False
208,297150.39,0.0,0.0,7411177.43,7975605.52,True,False,False,False
605,2011285.35,2011285.35,0.0,19199.23,2030484.57,True,False,False,False
403,108560.06,108560.06,0.0,0.0,0.0,False,False,False,True
256,4056.91,0.0,0.0,0.0,0.0,False,False,True,False
243,793886.87,793886.87,0.0,1841967.2,2635854.07,True,False,False,False
374,6424.83,41875.0,35450.17,1129906.41,1136331.24,True,False,False,False
686,1637875.33,1637875.33,0.0,0.0,0.0,False,False,False,True
297,93035.97,0.0,0.0,511905.1,604941.07,False,False,False,True
260,13572.69,136438.0,122865.31,0.0,0.0,False,False,True,False
131,115929.45,1236008.61,1351938.06,851471.04,735541.58,False,False,False,False
421,267564.83,267564.83,0.0,0.0,0.0,False,False,False,True
228,168980.45,0.0,0.0,236473.4,405453.85,True,False,False,False
161,144876.4,144876.4,0.0,0.0,0.0,False,False,False,True
189,12180.7,1266013.65,1278194.36,151782.59,139601.89,False,False,False,False
194,2942177.94,2942177.94,0.0,0.0,2942177.94,True,False,False,False
132,315231.94,50952.0,0.0,0.0,315231.94,True,False,False,False
160,309614.18,0.0,0.0,1073524.82,1383138.99,True,False,False,False
398,269426.99,30483.0,0.0,61110.97,330537.96,True,False,False,False
4,10000000.0,10000000.0,0.0,0.0,9941904.21,True,False,False,False
238,292686.03,17469900.74,17762586.77,4645893.85,4353207.82,False,False,False,False
257,157971.05,49794.0,0.0,264555.88,422526.93,True,False,False,False
20,194380.92,226.0,0.0,213803.88,408184.81,True,False,False,False
203,8812.19,0.0,0.0,0.0,0.0,False,False,True,False
383,31748.03,0.0,0.0,361095.82,392843.86,True,False,False,False
257,1807.74,38045.54,36237.8,0.0,0.0,False,False,True,False
45,357836.57,357836.57,0.0,51217.85,409054.43,True,False,False,False
137,10923.25,136383.98,125460.73,0.0,0.0,False,False,True,False
331,105226.35,504482.0,399255.65,1005834.95,1111061.3,True,False,False,False
134,328261.89,0.0,0.0,2777679.72,3268314.47,True,False,False,False
326,2148448.63,51272.0,0.0,25059.16,2173507.79,False,False,False,True
137,1265379.37,1265379.37,0.0,0.0,0.0,False,False,False,True
234,1019034.79,0.0,0.0,10224940.18,11242386.25,False,False,False,True
134,1494.27,0.0,0.0,0.0,0.0,False,False,True,False
56,136562.78,136562.78,0.0,0.0,0.0,False,False,False,True
323,1140474.16,0.0,0.0,3434546.68,4575020.84,False,False,False,True
740,1312694.5,1312694.5,0.0,0.0,0.0,False,False,False,True
160,1284959.39,1284959.39,0.0,0.0,0.0,False,False,False,True
14,95229.39,0.0,0.0,1271452.04,1366681.43,True,False,False,False
162,7332.8,72255.0,79587.8,555808.24,548475.44,False,False,False,False
528,392767.71,392767.71,0.0,0.0,0.0,False,False,False,True
13,255244.29,142111.08,0.0,2233748.11,2488992.4,True,False,False,False
279,601222.02,601222.02,0.0,0.0,0.0,False,False,False,True
526,606920.11,606920.11,0.0,0.0,0.0,False,False,False,True
581,2562459.56,2562459.56,0.0,0.0,0.0,False,False,False,True
573,438139.79,438139.79,0.0,0.0,0.0,False,False,False,True
650,4480592.14,4480592.14,0.0,3244885.0,7725477.14,True,False,False,False
8,1078013.76,0.0,0.0,0.0,970749.68,False,False,False,True
261,128308.89,10332624.2,10460933.08,164488.58,36179.69,False,False,False,False
261,259186.43,259186.43,0.0,21068.83,280255.26,True,False,False,False
359,2056779.24,2056779.24,0.0,0.0,0.0,False,False,False,True
715,1390048.67,1390048.67,0.0,167999.27,1558047.94,True,False,False,False
373,260915.72,4961944.43,5222860.15,300747.85,39832.13,False,False,False,False
739,176549.59,176549.59,0.0,409531.17,586080.76,True,False,False,False
68,3512572.72,3512572.72,0.0,0.0,0.0,False,False,False,True
404,147329.69,21352.0,168681.69,0.0,0.0,False,False,False,False
155,6895.65,0.0,0.0,0.0,0.0,False,False,True,False
125,144065.75,144065.75,0.0,203138.85,347204.6,True,False,False,False
373,907.86,0.0,0.0,321964.12,322871.98,True,False,False,False
379,284000.25,284000.25,0.0,0.0,0.0,False,False,False,True
392,542393.87,542393.87,0.0,0.0,542393.87,True,False,False,False
231,792.64,0.0,0.0,0.0,0.0,False,False,True,False
252,13538.8,11648.0,0.0,0.0,0.0,False,False,True,False
330,199867.27,7704033.14,7903900.41,1459223.78,1259356.5,False,False,False,False
161,356592.74,11409.0,0.0,711214.81,1067807.54,True,False,False,False
18,16304.5,51808.0,35503.5,0.0,0.0,False,False,True,False
61,1372301.24,1372301.24,0.0,0.0,1372301.24,True,False,False,False
327,203835.82,0.0,0.0,221911.24,425747.06,True,False,False,False
259,134442.5,0.0,0.0,318972.93,453415.42,True,False,False,False
397,80793.14,130496.0,211289.14,216790.66,135997.52,False,False,False,False
131,75791.98,13812.0,0.0,0.0,75791.98,True,False,False,False
176,106642.43,106642.43,0.0,0.0,0.0,False,False,False,True
638,7788725.2,7788725.2,0.0,0.0,0.0,False,False,False,True
351,9824.66,20247.0,10422.34,0.0,0.0,False,False,True,False
